title,link,summary,date,source,cleaned,sentiment#,sentiment,trump,biden
Stock Market Live Tracker During Coronavirus Pandemic,https://www.nytimes.com/2020/04/27/business/coronavirus-stock-market-tracker.html,The latest on stock market and business news during the coronavirus outbreak.,2020-04-27 17:19:35+00:00,https://www.nytimes.com/section/us,stock market live tracker during coronavirus pandemic the latest on stock market and business news during the coronavirus outbreak,0.0,neutral,0,0
World Coronavirus Pandemic: Live Updates,https://www.nytimes.com/2020/04/27/world/coronavirus-world-pandemic.html,"Even as the global death toll passed 200,000, countries are mapping out a return to public life. New Zealand will loosen restrictions on Tuesday, and Italy next week.",2020-04-27 17:50:15+00:00,https://www.nytimes.com/section/us,world coronavirus pandemic live updates even as the global death toll passed 200000 countries are mapping out a return to public life new zealand will loosen restrictions on tuesday and italy next week,-0.5994,negative,0,0
"Two Weapons, a Chase, a Killing and No Charges",https://www.nytimes.com/2020/04/26/us/ahmed-arbery-shooting-georgia.html,A 25-year-old man running through a Georgia neighborhood ended up dead. A prosecutor argued that the pursuers should not be arrested.,2020-04-27 03:24:57+00:00,https://www.nytimes.com/section/us,two weapons a chase a killing and no charges a 25yearold man running through a georgia neighborhood ended up dead a prosecutor argued that the pursuers should not be arrested,-0.9418,negative,0,0
Trump’s Disinfectant Remark Raises a Question About the ‘Very Stable Genius’,https://www.nytimes.com/2020/04/26/us/politics/trump-disinfectant-coronavirus.html,The president has often said he is exceptionally smart. His recent suggestion about injecting disinfectants was not.,2020-04-27 14:03:53+00:00,https://www.nytimes.com/section/us,trumps disinfectant remark raises a question about the very stable genius the president has often said he is exceptionally smart his recent suggestion about injecting disinfectants was not,0.669,positive,1,0
This Florida Student Was Accepted at All 8 Ivy League Schools,https://www.nytimes.com/2020/04/26/us/craig-mcfarland-ivy-league-accepted.html,"Craig McFarland, the valedictorian of his high school in Jacksonville, Fla., received acceptance letters from 17 colleges and universities in all.",2020-04-27 12:52:24+00:00,https://www.nytimes.com/section/us,this florida student was accepted at all 8 ivy league schools craig mcfarland the valedictorian of his high school in jacksonville fla received acceptance letters from 17 colleges and universities in all,0.6249,positive,0,0
Can Antibody Tests Help End the Coronavirus Pandemic?,https://www.nytimes.com/2020/04/26/health/can-antibody-tests-help-end-the-coronavirus-pandemic.html,"The tests are not reliable enough to guide policy on lockdowns and reopenings, experts said. But they can help model the spread of the virus.",2020-04-27 00:21:11+00:00,https://www.nytimes.com/section/us,can antibody tests help end the coronavirus pandemic the tests are not reliable enough to guide policy on lockdowns and reopenings experts said but they can help model the spread of the virus,0.6597,positive,0,0
,https://www.nytimes.com/2020/04/26/us/dale-zorn-face-mask.html,"“My actions were an error in judgment for which there are no excuses and I will learn from this episode,” State Senator Dale Zorn said of his homemade face mask.",2020-04-26 23:29:42+00:00,https://www.nytimes.com/section/us, my actions were an error in judgment for which there are no excuses and i will learn from this episode state senator dale zorn said of his homemade face mask,-0.5994,negative,0,0
"Needing At-Home Workers, Call Centers Turn to People With Disabilities",https://www.nytimes.com/2020/04/26/business/call-centers-disabilities-coronavirus.html,Companies caught short by the pandemic are hiring from a pool that was already prepared to handle a surge in phone traffic away from offices.,2020-04-26 21:03:32+00:00,https://www.nytimes.com/section/us,needing athome workers call centers turn to people with disabilities companies caught short by the pandemic are hiring from a pool that was already prepared to handle a surge in phone traffic away from offices,0.2263,positive,0,0
Kristin Cavallari accuses Jay Cutler of 'inappropriate marital conduct' in divorce filings: report,https://www.foxnews.com/entertainment/kristin-cavallari-accuses-jay-cutler-inappropriate-marital-conduct-divorce,"Kristin Cavallari is accusing her husband Jay Cutler of ""inappropriate marital conduct"" in divorce documents she filed in April.",2020-04-27 18:02:43+00:00,foxnews/latest,kristin cavallari accuses jay cutler of inappropriate marital conduct in divorce filings report kristin cavallari is accusing her husband jay cutler of inappropriate marital conduct in divorce documents she filed in april,-0.4767,negative,0,0
What is Instagram's 'quarantine duvet dress challenge'?,https://www.foxnews.com/lifestyle/instagram-quarantine-duvet-dress-challenge,Has your work from home style evolved from wearing real clothes to blankets?,2020-04-27 17:57:03+00:00,foxnews/latest,what is instagrams quarantine duvet dress challenge has your work from home style evolved from wearing real clothes to blankets,0.0772,neutral,0,0
Gordon Chang on reports Kim Jong Un was wounded during missile test: 'Something is wrong',https://www.foxnews.com/media/gordon-chang-reports-kim-jong-un-wounded-missile-test,"Foreign affairs expert and Asia analyst Gordon Chang said on “America’s Newsroom” on Monday that “something is wrong” in North Korea, adding that there is reason to believe that South Korea’s claim that Kim Jong Un is “alive and well” is not the case.",2020-04-27 17:54:16+00:00,foxnews/latest,gordon chang on reports kim jong un was wounded during missile test something is wrong foreign affairs expert and asia analystgordon changsaid on americas newsroom on monday that something is wrong in north korea adding that there is reason to believe that south koreas claim that kim jong un is alive and well is not the case,-0.3612,negative,0,0
"China could have 50 times more coronavirus cases than claimed, Trump administration official says",https://www.foxnews.com/politics/china-could-have-50-times-more-coronavirus-cases-than-claimed-trump-administration-official-says,"As the international community, including Chinese citizens, raises questions about the Chinese government's tally of coronavirus cases and the communist nation's mortality rate, new details are emerging about just how far off official government calculations have likely been, Fox News has learned.",2020-04-27 17:52:43+00:00,foxnews/latest,china could have 50 times more coronavirus cases than claimed trump administration official says as the international community including chinese citizens raises questions about the chinese governments tally of coronavirus cases and the communist nations mortality rate new details are emerging about just how far off official government calculations have likely been fox news has learned,0.0,neutral,1,0
Matt Kenseth returning to NASCAR to fill Kyle Larson's seat at Ganassi,https://www.foxnews.com/auto/matt-kenseth-returning-nascar-kyle-larsons-ganassi,"An ""unexpected opportunity"" for Kenseth.",2020-04-27 17:49:37+00:00,foxnews/latest,matt kenseth returning to nascar to fill kyle larsons seat at ganassi an unexpected opportunity for kenseth,0.4215,positive,0,0
Arkansas mom-and-daughter nursing duo help coronavirus patients in New York,https://www.foxnews.com/health/arkansas-mom-daughter-nursing-duo-help-coronavirus-patients-in-new-york,A mother-daughter duo from Arkansas who are both nurses have recently taken their medical skills to the state where the novel coronavirus has hit hardest: New York.,2020-04-27 17:43:58+00:00,foxnews/latest,arkansas momanddaughter nursing duo help coronavirus patients in new york a motherdaughter duo from arkansas who are both nurses have recently taken their medical skills to the state where the novel coronavirus has hit hardest new york,0.6124,positive,0,0
"Avalanche in California triggered by 'extreme heat' after recent snow, 2 rescued by helicopter",https://www.foxnews.com/us/avalanche-california-heat-wave-extreme-weather-snow-west-rescue-riverside-county,"Two climbers were rescued by helicopter from San Jacinto Mountain in California on Friday after a spike in temperatures from ""extreme heat"" in the Southwest triggered an avalanche, according to officials.",2020-04-27 17:38:12+00:00,foxnews/latest,avalanche in california triggered by extreme heat after recent snow 2 rescued by helicopter two climbers were rescued by helicopter from san jacinto mountain in california on friday after a spike in temperatures from extreme heat in the southwest triggered an avalanche according to officials,0.6808,positive,0,0
"Cuomo remains resistant to reopening New York, says coronavirus restrictions will be extended in some parts",https://www.foxnews.com/us/cuomo-remains-resistant-to-reopening-new-york,"New York Gov. Andrew Cuomo signaled Monday that he plans to extend his state’s coronavirus prevention measures past May 15 for the hardest-hit regions, while others may be allowed to gradually start reopening.",2020-04-27 17:27:43+00:00,foxnews/latest,cuomo remains resistant to reopening new york says coronavirus restrictions will be extended in some parts new york govandrew cuomosignaled monday that he plans to extend his statescoronaviruspreventionmeasurespast may 15forthe hardesthit regions while others may be allowed to gradually start reopening,0.1779,neutral,0,0
"Suspect in California cold case rape, murder wears coronavirus face mask in mug shot",https://www.foxnews.com/us/suspect-in-california-cold-case-rape-murder-wears-coronavirus-face-mask-for-arrest-photo,A California man posed for a mug shot photo with a coronavirus mask around his neck after his arrest in the cold case rape and murder of a 20-year-old woman in 1980.,2020-04-27 17:26:11+00:00,foxnews/latest,suspect in california cold case rape murder wears coronavirus face mask in mug shot a california man posed for a mug shot photo with a coronavirus mask around his neck after hisarrestin the cold case rape and murder of a 20yearold woman in 1980,-0.9719,negative,0,0
'The most dangerous place in the history of planet earth' revealed,https://www.foxnews.com/science/the-most-dangerous-place-in-the-history-of-planet-earth-revealed,Scientists have revealed “the most dangerous place in the history of planet earth.”,2020-04-27 17:25:38+00:00,foxnews/latest,the most dangerous place in the history of planet earth revealed scientists have revealed the most dangerous place in the history of planet earth,-0.7774,negative,0,0
Pelosi says ‘guaranteed income’ plan for Americans worth considering as House Democrats push forward with next big coronavirus bill,https://www.washingtonpost.com/us-policy/2020/04/27/democrats-coronavirus-guaranteed-income/?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,"Democrats are moving rapidly to unveil a massive new rescue bill, but opposition awaits in Senate.",2020-04-27 13:12:27,http://www.washingtonpost.com/pb/politics/,pelosi says guaranteed income plan for americans worth considering as house democrats push forward with next big coronavirus bill democrats are moving rapidly to unveil a massive new rescue bill but opposition awaits in senate,0.4678,positive,0,0
The misleading rhetoric on blue states needing to be ‘bailed out’ by the federal government,https://www.washingtonpost.com/politics/2020/04/27/misleading-rhetoric-blue-states-needing-be-bailed-out-by-federal-government/?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,"At its heart, the argument is another manifestation of partisan hostility.",2020-04-27 12:53:01,http://www.washingtonpost.com/pb/politics/,the misleading rhetoric on blue states needing to be bailed out by the federal government at its heart the argument is another manifestation of partisan hostility,-0.8271,negative,0,0
Supreme Court rules for insurance companies in Obamacare lawsuit seeking billions,https://www.washingtonpost.com/politics/courts_law/supreme-court-rules-for-insurance-companies-in-obamacare-lawsuit-seeking-billions/2020/04/27/6d74eea0-889c-11ea-9dfd-990f9dcc71fc_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,Only Alito dissents in decision that government must make good on its promise to share costs.,2020-04-27 12:38:54,http://www.washingtonpost.com/pb/politics/,supreme court rules for insurance companies in obamacare lawsuit seeking billions only alito dissents in decision that government must make good on its promise to share costs,0.8442,positive,0,0
Trump’s Twitter rant suggests that his coronavirus falsehoods will only get worse,https://www.washingtonpost.com/politics/2020/04/27/trumps-twitter-rant-suggests-his-coronavirus-falsehoods-will-only-get-worse/?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,"Unshackled by the daily briefing, the president was about to spout falsehoods unchallenged.",2020-04-27 10:22:42,http://www.washingtonpost.com/pb/politics/,trumps twitter rant suggests that his coronavirus falsehoods will only get worse unshackled by the daily briefing the president was about to spout falsehoods unchallenged,-0.6705,negative,1,0
Trump’s ridiculous defense of his comments about injecting disinfectants,https://www.washingtonpost.com/politics/2020/04/24/trumps-ridiculous-defense-his-comments-about-injecting-disinfectants/?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,"Trump said he was being sarcastic. That doesn't make sense, and it also serves to undercut defenders like White House press secretary Kayleigh McEnany who said Trump didn't actually say what he was accused of.",2020-04-24 14:21:14,http://www.washingtonpost.com/pb/politics/,trumps ridiculous defense of his comments about injecting disinfectants trump said he was being sarcastic that doesnt make sense and it also serves to undercut defenders like white house press secretary kayleigh mcenany who said trump didnt actually say what he was accused of,-0.34,negative,1,0
Trump’s long history of medical freelancing,https://www.washingtonpost.com/politics/2020/04/24/dr-donalds-long-history-medical-freelancing/?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,"The suggestion that we might ""inject"" people with disinfectant may be the worst idea yet, but it's hardly unprecedented.",2020-04-24 13:10:45,http://www.washingtonpost.com/pb/politics/,trumps long history of medical freelancing the suggestion that we might inject people with disinfectant may be the worst idea yet but its hardly unprecedented,-0.3291,negative,1,0
Supreme Court dismisses anticipated New York gun rights case because the law in question has been rescinded,https://www.washingtonpost.com/politics/courts_law/supreme-court-dismisses-anticipated-new-york-gun-rights-case-because-the-law-in-question-has-been-rescinded/2020/04/27/d05c39e6-8893-11ea-9dfd-990f9dcc71fc_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,Three conservative justices said the court was “manipulated” to keep from clarifying the Second Amendment issue.,2020-04-27 10:41:13,http://www.washingtonpost.com/pb/politics/,supreme court dismisses anticipated new york gun rights case because the law in question has been rescinded three conservative justices said the court was manipulated to keep from clarifying the second amendment issue,-0.1027,neutral,0,0
The Daily 202: Australian app downloads underscore how far the U.S. lags on coronavirus contact tracing,https://www.washingtonpost.com/politics/the-daily-202-australian-app-downloads-underscore-how-far-the-us-lags-on-coronavirus-contact-tracing/2020/04/27/f30dbc6f-8b38-4e5e-946f-cdc13aa8b53b_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,"The CDC has still not issued guidance on contact tracing, leaving a less effective patchwork approach.",2020-04-27 10:22:32,http://www.washingtonpost.com/pb/politics/,the daily 202 australian app downloads underscore how far the us lags on coronavirus contact tracing the cdc has still not issued guidance on contact tracing leaving a less effective patchwork approach,0.079,neutral,0,0
Those who’ve lost work or pay from the virus still broadly support stay-at-home measures,https://www.washingtonpost.com/politics/2020/04/27/those-whove-lost-work-or-pay-virus-still-broadly-support-stay-at-home-measures/?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,A Kaiser Family Foundation poll reveals no significant difference among groups.,2020-04-27 09:50:02,http://www.washingtonpost.com/pb/politics/,those whove lost work or pay from the virus still broadly support stayathome measures a kaiser family foundation poll reveals no significant difference among groups,-0.1027,neutral,0,0
The Technology 202: Posts promoting unproven drugs highlight limits of social networks’ coronavirus fight,https://www.washingtonpost.com/politics/the-technology-202-posts-promoting-drugs-highlight-limits-of-social-networks-coronavirus-fight/2020/04/27/20bf283c-e52a-4cf8-a745-ab3028bb59de_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,Researchers worry about the effects of Facebook’s decision to reduce staffing during the pandemic.,2020-04-27 09:11:48,http://www.washingtonpost.com/pb/politics/,the technology 202 posts promoting unproven drugs highlight limits of social networks coronavirus fight researchers worry about the effects of facebooks decision to reduce staffing during the pandemic,-0.1531,neutral,0,0
The Cybersecurity 202: Companies join governments in rush to launch coronavirus tracking apps,https://www.washingtonpost.com/politics/the-cybersecurity-202-companies-join-governments-in-rush-to-launch-coronavirus-tracking-apps/2020/04/27/5ad66347-be11-478e-96af-769e2a66d1ec_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,The scramble is outpacing privacy and security efforts.,2020-04-27 08:28:34,http://www.washingtonpost.com/pb/politics/,the cybersecurity 202 companies join governments in rush to launch coronavirus tracking apps the scramble is outpacing privacy and security efforts,0.5574,positive,0,0
"The Finance 202: Joe Biden blasts big banks, corporate America over coronavirus response",https://www.washingtonpost.com/politics/the-finance-202-joe-biden-blasts-big-banks-corporate-america-over-coronavirus-response/2020/04/27/fea2b8c5-1fb9-4f9d-902c-6636b8b608d3_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,"The 2020 candidate struck a new, fiercely populist tone over the weekend.",2020-04-27 07:48:54,http://www.washingtonpost.com/pb/politics/,the finance 202 joe biden blasts big banks corporate america over coronavirus response the 2020 candidate struck a new fiercely populist tone over the weekend,-0.25,negative,0,1
The Health 202: Sunlight does kill the coronavirus. But not in the way Trump suggested.,https://www.washingtonpost.com/politics/the-health-202-sunlight-does-kill-the-coronavirus-but-not-in-the-way-trump-suggested/2020/04/27/9a2e9272-a0e9-4834-b538-d019b62a5428_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,"Research suggests the warmer, more humid summer months could slow the virus’s spread.",2020-04-27 07:32:51,http://www.washingtonpost.com/pb/politics/,the health 202 sunlight does kill the coronavirus but not in the way trump suggested research suggests the warmer more humid summer months could slow the viruss spread,-0.0129,neutral,1,0
White House is reviewing expanded guidance on reopening society,https://www.washingtonpost.com/health/2020/04/28/white-house-is-reviewing-expanded-guidance-reopening-society/?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,"The detailed guidelines for schools and camps, child-care programs, certain workplaces, houses of worship, restaurants and mass transit have prompted sharp debate over some issues.",2020-04-27 07:25:47,http://www.washingtonpost.com/pb/politics/,white house is reviewing expanded guidance on reopening society the detailed guidelines for schools and camps childcare programs certain workplaces houses of worship restaurants and mass transit have prompted sharp debate over some issues,0.5106,positive,0,0
The federal retirement fund is about to invest in China. Some former U.S. military leaders object.,https://www.washingtonpost.com/politics/the-federal-retirement-fund-is-about-to-invest-in-china-some-former-us-military-leaders-object/2020/04/27/9cd30280-84dd-11ea-a3eb-e9fc93160703_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,"Eight former military leaders, including former national security advisers John Poindexter and James Jones, are seeking to prevent the investment in Chinese companies.",2020-04-27 07:12:57,http://www.washingtonpost.com/pb/politics/,the federal retirement fund is about to invest in china some former us military leaders object eight former military leaders including former national security advisers john poindexter and james jones are seeking to prevent the investment in chinese companies,0.3612,positive,0,0
Power Up: Decisions by some states to reopen spark growing divide in U.S.,https://www.washingtonpost.com/politics/power-up-decisions-by-some-states-to-reopen-spark-growing-divide-in-us/2020/04/27/f10c0df8-36f9-49af-8950-15fcac2bd5df_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,Pressure is building on governors to lift coronavirus restrictions.,2020-04-27 06:26:30,http://www.washingtonpost.com/pb/politics/,power up decisions by some states to reopen spark growing divide in us pressure is building on governors to lift coronavirus restrictions,0.1027,neutral,0,0
Nancy Pelosi endorses Joe Biden for president in video remarks calling him the ‘personification of hope and courage’,https://www.washingtonpost.com/politics/nancy-pelosi-endorses-joe-biden-for-president-in-video-remarks-calling-him-the-personification-of-hope-and-courage/2020/04/26/fea8d740-87f4-11ea-ac8a-fe9b8088e101_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,"Citing his legislative accomplishments and governing experience, she becomes the latest senior Democrat to join the presumptive nominee.",2020-04-27 05:30:00,http://www.washingtonpost.com/pb/politics/,nancy pelosi endorses joe biden for president in video remarks calling him the personification of hope and courage citing his legislative accomplishments and governing experience she becomes the latest senior democrat to join the presumptive nominee,0.8658,positive,0,1
Trump’s claim the Postal Service loses money on every e-commerce package it delivers,https://www.washingtonpost.com/politics/2020/04/27/trumps-claim-postal-service-loses-money-every-e-commerce-package-it-delivers/?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,Trump says USPS is being taken to the cleaners by companies like Amazon. But USPS says revenue far exceeds costs.,2020-04-27 03:00:54,http://www.washingtonpost.com/pb/politics/,trumps claim the postal service loses money on every ecommerce package it delivers trump says usps is being taken to the cleaners by companies like amazon but usps says revenue far exceeds costs,0.1154,neutral,1,0
"Social distancing could last months, White House coronavirus coordinator says",https://www.washingtonpost.com/politics/social-distancing-could-last-months-white-house-coronavirus-coordinator-says/2020/04/26/ad8d2f84-87de-11ea-8ac1-bfb250876b7a_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,Deborah Birx’s comments come even as several governors said they were moving to relax some measures meant to stem the spread of the virus.,2020-04-26 19:08:00,http://www.washingtonpost.com/pb/politics/,social distancing could last months white house coronavirus coordinator says deborah birxs comments come even as several governors said they were moving to relax some measures meant to stem the spread of the virus,0.4404,positive,0,0
Trump calls reports he may fire Alex Azar ‘fake news’,https://www.washingtonpost.com/politics/2020/04/26/trump-alexazar-replacement/?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,,2020-04-26 18:56:59,http://www.washingtonpost.com/pb/politics/,trump calls reports he may fire alex azar fake news na,-0.6705,negative,1,0
The three tests for a potential veep,https://www.washingtonpost.com/politics/the-three-tests-for-a-potential-veep/2020/04/26/d095f771-ada9-4a37-8705-0031ac5609da_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,"In this edition: A broad look at the Biden veep search, the twisty politics of China-bashing, and some Democratic jitters about a Biden/DNC fundraising deal.",2020-04-26 18:00:11,http://www.washingtonpost.com/pb/politics/,the three tests for a potential veep in this edition a broad look at the biden veep search the twisty politics of chinabashing and some democratic jitters about a bidendnc fundraising deal,0.0,neutral,0,1
"In Wisconsin, protesters attack stay-at-home orders as unnecessary — or a government cabal",https://www.washingtonpost.com/politics/2020/04/25/wisconsin-protestors-attack-stay-at-home-orders-unnecessary-or-government-cabal/?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,"Some said the shutdown was ruining the economy, and people’s livelihoods. For others, it was evidence of a coup to push Trump out of office.",2020-04-26 16:53:33,http://www.washingtonpost.com/pb/politics/,in wisconsin protesters attack stayathome orders as unnecessary  or a government cabal some said the shutdown was ruining the economy and peoples livelihoods for others it was evidence of a coup to push trump out of office,-0.6249,negative,1,0
It's On After All: Trump To Hold News Conference After White House Scrapped Briefing,https://www.npr.org/2020/04/27/844525541/its-on-after-all-trump-to-hold-news-conference-after-white-house-scrapped-briefi?utm_medium=RSS&utm_campaign=news,"President Trump will brief the nation on ""additional testing guidance and other announcements about safely opening up America again,"" his press secretary said.",2020-04-27 14:01:10-04:00,https://www.npr.org/templates/story/story.php?storyId=1001,its on after all trump to hold news conference after white house scrapped briefing president trump will brief the nation on additional testing guidance and other announcements about safely opening up america again his press secretary said,0.4939,positive,1,0
Germany Backs Away From Compiling Coronavirus Contacts In A Central Database,https://www.npr.org/sections/coronavirus-live-updates/2020/04/27/846046185/germany-backs-away-from-compiling-coronavirus-contacts-in-a-central-database?utm_medium=RSS&utm_campaign=news,Privacy advocates had warned against Germany's plan to store cellphone-tracking information in a central database rather than on users' phones.,2020-04-27 13:45:34-04:00,https://www.npr.org/templates/story/story.php?storyId=1001,germany backs away from compiling coronavirus contacts in a central database privacy advocates had warned against germanys plan to store cellphonetracking information in a central database rather than on users phones,-0.3182,negative,0,0
"Masks Become Compulsory In Germany, As Lockdown Restrictions Slowly Ease",https://www.npr.org/sections/coronavirus-live-updates/2020/04/27/845535990/masks-become-compulsory-in-germany-as-lockdown-restrictions-slowly-ease?utm_medium=RSS&utm_campaign=news,"Wearing face masks on public transportation and in shops became mandatory in most of Germany Monday, with some regions threatening fines for those who don't comply.",2020-04-27 13:44:00-04:00,https://www.npr.org/templates/story/story.php?storyId=1001,masks become compulsory in germany as lockdown restrictions slowly ease wearing face masks on public transportation and in shops became mandatory in most of germany monday with some regions threatening fines for those who dont comply,-0.1531,neutral,0,0
Tennessee Restaurants Reopen As State Sees Biggest 1-Day Jump In COVID-19 Cases,https://www.npr.org/sections/coronavirus-live-updates/2020/04/27/845682973/tennessee-restaurants-reopen-as-state-sees-biggest-one-day-jump-in-covid-19-case?utm_medium=RSS&utm_campaign=news,"The state reported 478 new confirmed cases on Sunday, an increase of 5.2%. Restaurants can begin serving dine-in customers on Monday, with retail stores opening later this week.",2020-04-27 11:55:02-04:00,https://www.npr.org/templates/story/story.php?storyId=1001,tennessee restaurants reopen as state sees biggest 1day jump in covid19 cases the state reported 478 new confirmed cases on sunday an increase of 52 restaurants can begin serving dinein customers on monday with retail stores opening later this week,0.3182,positive,0,0
"Despite The Pandemic, India Sees A Drop In Mortality Under Lockdown",https://www.npr.org/sections/coronavirus-live-updates/2020/04/27/845352185/despite-the-pandemic-india-sees-a-drop-in-mortality-under-lockdown?utm_medium=RSS&utm_campaign=news,"With more residents staying indoors, fewer Indians are dying from road and train accidents, leading to a drop in overall mortality. Crime is also down.",2020-04-27 11:19:07-04:00,https://www.npr.org/templates/story/story.php?storyId=1001,despite the pandemic india sees a drop in mortality under lockdown with more residents staying indoors fewer indians are dying from road and train accidents leading to a drop in overall mortality crime is also down,-0.8402,negative,0,0
"Set Builder: 'It's New York City ... Eventually, Events Have to Come Back'",https://www.npr.org/sections/coronavirus-live-updates/2020/04/27/840392731/set-builder-it-s-new-york-city-eventually-events-have-to-come-back?utm_medium=RSS&utm_campaign=news,"Maxwell Kirsner built sets for big events. Then he, his fiancée and their coworkers were laid off. Kirsner says he's optimistic the city will make it back, but he's worried how long that will take.",2020-04-27 09:45:34-04:00,https://www.npr.org/templates/story/story.php?storyId=1001,set builder its new york city  eventually events have to come back maxwell kirsner built sets for big events then he his fiance and their coworkers were laid off kirsner says hes optimistic the city will make it back but hes worried how long that will take,-0.2846,negative,0,0
This Banker Made 1 Year Of Loans In 10 Days. He's Ready For Another Mad Dash Today,https://www.npr.org/2020/04/27/844810944/this-banker-made-1-year-of-loans-in-10-days-hes-ready-for-another-mad-dash-today?utm_medium=RSS&utm_campaign=news,Edward Barry and his team worked hard to give their customers a head start. The Small Business Administration is resuming its emergency loan program for small businesses with an extra $320 billion.,2020-04-27 08:49:00-04:00,https://www.npr.org/templates/story/story.php?storyId=1001,this banker made 1 year of loans in 10 days hes ready for another mad dash today edward barry and his team worked hard to give their customers a head start the small business administration is resuming its emergency loan program for small businesses with an extra 320 billion,-0.5719,negative,0,0
"AP Exams Are Still On Amid Coronavirus, Raising Questions About Fairness",https://www.npr.org/2020/04/27/841963542/ap-exams-are-still-on-amid-coronavirus-raising-questions-about-fairness?utm_medium=RSS&utm_campaign=news,"Most standardized tests, like the SAT and ACT, are on hold this spring. But Advanced Placement exams are going forward with a new online format.",2020-04-27 07:00:54-04:00,https://www.npr.org/templates/story/story.php?storyId=1001,ap exams are still on amid coronavirus raising questions about fairness most standardized tests like the sat and act are on hold this spring but advanced placement exams are going forward with a new online format,0.5239,positive,0,0
CDC Adds 6 Symptoms To Its COVID-19 List,https://www.npr.org/sections/coronavirus-live-updates/2020/04/27/845321155/cdc-adds-6-symptoms-to-its-covid-19-list?utm_medium=RSS&utm_campaign=news,"The Centers for Disease Control now recognizes chills, repeated shaking with chills, muscle pain, headache, sore throat and new loss of taste or smell as symptoms of the disease.",2020-04-27 06:49:05-04:00,https://www.npr.org/templates/story/story.php?storyId=1001,cdc adds 6 symptoms to its covid19 list the centers for disease control now recognizes chills repeated shaking with chills muscle pain headache sore throat and new loss of taste or smell as symptoms of the disease,-0.8316,negative,0,0
"Britain's Johnson Back At Work After COVID-19, Counseling Patience During Lockdown",https://www.npr.org/sections/coronavirus-live-updates/2020/04/27/845330530/britains-johnson-back-at-work-after-covid-19-counseling-patience-during-lockdown?utm_medium=RSS&utm_campaign=news,"The prime minister, who spent three days in intensive care and another two weeks recovering from the disease, warned that any letup in efforts to halt it risked ""a new wave of death and disease.""",2020-04-27 06:33:36-04:00,https://www.npr.org/templates/story/story.php?storyId=1001,britains johnson back at work after covid19 counseling patience during lockdown the prime minister who spent three days in intensive care and another two weeks recovering from the disease warned that any letup in efforts to halt it risked a new wave of death and disease,-0.5719,negative,0,0
"Ex-Officials Call For $46 Billion For Tracing, Isolating In Next Coronavirus Package",https://www.npr.org/2020/04/27/845165404/ex-officials-call-for-46-billion-for-tracing-isolating-in-next-coronavirus-packa?utm_medium=RSS&utm_campaign=news,Leading former federal health officials Andy Slavitt and Scott Gottlieb are leading a call for $46 billion for specific measures in a next coronavirus aid package to safely reopen the economy.,2020-04-27 05:13:00-04:00,https://www.npr.org/templates/story/story.php?storyId=1001,exofficials call for 46 billion for tracing isolating in next coronavirus package leading former federal health officials andy slavitt and scott gottlieb are leading a call for 46 billion for specific measures in a next coronavirus aid package to safely reopen the economy,0.4939,positive,0,0
"Americans Are Generally Skeptical Of Government, But Want It To Intervene In A Crisis",https://www.npr.org/2020/04/27/844690526/americans-are-generally-skeptical-of-government-but-want-it-to-intervene-in-a-cr?utm_medium=RSS&utm_campaign=news,The coronavirus pandemic is an example of when Americans want competence from their government at all levels and need to be able to trust their leaders.,2020-04-27 05:00:54-04:00,https://www.npr.org/templates/story/story.php?storyId=1001,americans are generally skeptical of government but want it to intervene in a crisis the coronavirus pandemic is an example of when americans want competence from their government at all levels and need to be able to trust their leaders,-0.2382,negative,0,0
